userName,content,score,at
Mohd Irfan,it feels like i have back to the childhood memories,5,2025-03-20 17:45:17
Abhishek Ahirwar,good,5,2025-03-20 17:32:48
Vrushabh Sanghai,Good App,5,2025-03-20 17:23:13
Suhaily Mohamed said,I been playing this game for over a year and i decide to came back cause i miss this game a lot it kills a lot of my free time and its a great offline game to play,5,2025-03-20 17:19:21
Karolina Pluszczok,fun and no wi-fi love love xx,4,2025-03-20 17:08:07
Andro Kacmoli,This game is really fun and I like playing It.,5,2025-03-20 17:06:30
Bintomary,this game is amazing,5,2025-03-20 17:06:27
Shumyl Qazi,it is one of the best game that I play in my history,5,2025-03-20 16:59:05
Adebakin Ayobami,cool,5,2025-03-20 16:54:20
Bindu Y,very good app for time pass,5,2025-03-20 16:52:59
Viaan Arora,best open world game,5,2025-03-20 16:46:29
Nilesh Gupta,amazing game 🎮. This is my favourite one best game 🎮 .,5,2025-03-20 16:42:05
Avinash Giri,"I am really disappointed. I played the game so nicely and scored highest score but when the game ended I mean when I lost the game after that they didn't even counted my highest score which I made with so much dedication and focus 😭. I made quite good score but they only counted 224,273 something. It's very disappointing. I am just deleting this app. I am very very disappointed.",1,2025-03-20 16:38:21
JUNNI _X7,it's is best I love it it's not just a game it is an emotion of childhood we used to play this,5,2025-03-20 16:38:11
Gouriranjan Barik,very very nice game,5,2025-03-20 16:36:03
PRINCESS IBISO,Best Feeling ever during my leisure time 😁😍... I love all the features and treasures embedded in it🤑,5,2025-03-20 16:31:32
karuna patwa,I love this game but I miss original background sound and please bring it back as soon as possible please I request you ❤️😔😊,3,2025-03-20 16:28:09
Danish Gujjar,My favourite game 🎮🎮,5,2025-03-20 16:21:48
Prakriti mourya,💩,5,2025-03-20 16:18:01
Sandeep Kumar,good 👍 sir ☺️,1,2025-03-20 16:13:07
Kavita Dhika,mast game bolta ek dam,5,2025-03-20 16:10:22
MD ARIYAN ADIL,nice game,1,2025-03-20 16:00:37
ONEBOY_26,good,5,2025-03-20 15:50:36
Basavaraj Kumbar,😂🖤,5,2025-03-20 15:47:20
Nasir Ali,Good,5,2025-03-20 15:45:09
Avni Shrivastava,👍👍,5,2025-03-20 15:43:51
Ayush Bhandari,good 👍,5,2025-03-20 15:35:33
Micham Ali,nice game,1,2025-03-20 15:32:12
sainya Kushwah,game achha hai aap Khel ke dekhoge to achcha lagega,5,2025-03-20 15:29:48
theeba swarna,"This is better than other games.because ,this is Subway Surfers.",5,2025-03-20 15:26:36
Pinkal Kumar,Gandi aa bhraba eni khaas ni aa koi bhareo mera ta net ni chalda slow aa,5,2025-03-20 15:24:25
Muzhfar Dars,WOW BAST GAME,5,2025-03-20 15:24:15
Kamrin Fife,this game is just trash and plus the update sucks and fix the problem please cause its unfiar to only download it on goole play store so put it on other apps thank you 😡,1,2025-03-20 15:23:07
Harish Sri,#1 top game in the world 🌍🧡💓,5,2025-03-20 15:22:30
Aparna Pednekar,yah Subway surfers bahut achcha game hai aur yah badhiya game hai isliye isko Subway surfers bolate Hain main isko five star Deva yah bahut achcha hai hundred star,5,2025-03-20 15:10:09
Sajid Bombay wala,so funny and interesting,5,2025-03-20 15:07:02
Baishali Pal,good good,5,2025-03-20 14:58:39
Sohaib Awan,the best,5,2025-03-20 14:46:41
Amah Celestine,nice games for kids adults can play too......,5,2025-03-20 14:37:46
Surjanshetty Shiva,hanging game,4,2025-03-20 14:22:12
Miraj Chouhan,nostalgia game 🥲😌,5,2025-03-20 14:17:05
KM RAKHI,yoooooooooooo 100000000x,5,2025-03-20 14:11:16
Ajla Jupe,best game everrr,5,2025-03-20 14:08:34
mohammed ghouse,It's a very nice game you can play it I gave five star to it what you you will rate tell me in comment,5,2025-03-20 13:58:19
Fazri Fathurahman,Game Favorit Kecil TK,5,2025-03-20 13:51:31
Esroge Mhondiwa,very good,4,2025-03-20 13:43:12
Balaji E,all ok but THEY giving events,3,2025-03-20 13:34:22
Radhika Kanojiya,This game is very entertanin and challenging 😊❤💝🐩,5,2025-03-20 13:33:10
Ken Christian Wibowo LU,"play it and it was fun and great since i was a kid,but for me add like challange,multiplayer,something like that.",4,2025-03-20 13:32:42
YUVRAAJ Singh,wonderful example ☺️☺️,5,2025-03-20 13:31:43
Lucas Panaligan,when you realize this game was made by a dad of a boy who died in a railway to honor his son he made this game,5,2025-03-20 13:18:37
Bishnu Prasad Panthy,this game is very quite,3,2025-03-20 13:16:35
V. Sujatha,superb,4,2025-03-20 13:12:52
Nathan Owusu,The best.,5,2025-03-20 13:06:09
Lalit Rathore,Thise game are best,3,2025-03-20 12:47:59
Daniel Douba,such a good game,5,2025-03-20 12:45:56
Rajan Mishra,difficult game good,5,2025-03-20 12:45:13
Akash Ghosh,Subway surfers are great runner game...🚇🚇..But one thing is change now please when the runner run the subway they entered and run the new way.. Overall animation creation is awesome..,5,2025-03-20 12:34:33
Aarna,This is the best evergreen game..,5,2025-03-20 12:28:49
Rajat Aji,love this game,5,2025-03-20 12:22:54
Wali King (Wali king),My favorite game 🎮,5,2025-03-20 12:22:45
Fig hurt a Afgtvdyh,I like game,3,2025-03-20 12:20:16
Habib Habibullah,I just in love with this game,5,2025-03-20 12:15:03
Hammad Ali,good game butt yai kabhi khatam nhi hote is liya its not good waste of time,3,2025-03-20 12:14:34
Vipin Sharma,This game is too much interesting I play it at free time,5,2025-03-20 12:12:01
Salinex Proxy,it's a good game for all. so play for fun and free,5,2025-03-20 12:00:00
Christobalt Yonan,"When I change device, I lost all my characters and their costumes, lost all my boards and its abilities thingy, and lost the level (start again from 1) for all the powerups, but weird enough I still got my last high score, could u help me with this problem, coz i rather to lost my high score than my characters and boards specially the ones from specific events",1,2025-03-20 11:57:12
Dhyey Morabia,best for offline timepass,5,2025-03-20 11:56:01
Chigozie Stanley,Stress relieving game,5,2025-03-20 11:55:14
Nirupama Singh,This game was my childhood. I grew up playing this game and I am returning back to this game. This game is nostalgia ❤,5,2025-03-20 11:51:50
Joan Navarez,Best offline game to play if your bored still I'm happy about it!,5,2025-03-20 11:50:04
Moiz Wali,"it a good game I've been playing it since 2017, just good for having fun offline. the only problem is that it often laggs while playing and everytime when my data is on or my phone is connected to wifi it loses the perviously collected points, despite being connected to my fb account which annoys me alot..",4,2025-03-20 11:49:54
Emmanuel Phiri,It's cool,5,2025-03-20 11:49:33
Malaika Iftikhar,Thats a very goog and nice app,5,2025-03-20 11:44:24
gauch golam,it’s ok. not like the old one it had so much change. to much new update. it’s good but you should select a good music for it. overall i like it not much but ok. i like the old one more new updates are also very good. ❤️💝,3,2025-03-20 11:43:59
Swati Jaiswal,too many adds,3,2025-03-20 11:42:28
Umar Hamsai,my favourite good game,5,2025-03-20 11:37:31
Francia Hernandez,w game,5,2025-03-20 11:36:32
ChocolateDrop,Is a very good game for my kids?Please download,5,2025-03-20 11:26:39
Aniket Sood,too much ads,1,2025-03-20 11:26:30
Amit Kumar,Great game!,5,2025-03-20 11:25:37
Fajar Bukhari,"I don't know how my high scores and the players I have opened yesterday are reset today!! Can anyone help me or tell me why this would happen?? btw I want ask that to the server of the game that, Will Eid special event come for the Muslims!???😊😊🥺🥺",4,2025-03-20 11:25:30
kiran khan,awesome game in full playstore,5,2025-03-20 11:25:03
Diwaker Mishra,This is my favourite game i love this game,5,2025-03-20 11:23:59
Panda gaming,👌👍😍🥰☺️💖👌👍😍,5,2025-03-20 11:19:38
Thanvi R 5D 44 rk,wonderful game!!! ever!,5,2025-03-20 11:16:28
Ashwani Jain,I love this game,5,2025-03-20 11:04:02
TAI LUNG,this is amazig★★★★★,5,2025-03-20 11:03:20
Alina Sami,so good 👍🏻😊,5,2025-03-20 11:01:42
Life: A Beautiful Mission,This game is so good and you can play it offline also. but some features are unavailable,5,2025-03-20 10:57:15
S. KUMAR,This game is so hard and boring,1,2025-03-20 10:55:51
Zulfiquar Ahmed,very very very very very very very very very very nice game,5,2025-03-20 10:54:36
Shiena Asuncion,it's so fun to play,5,2025-03-20 10:53:13
amahle ngomane,it's very bad,1,2025-03-20 10:52:45
Abid Afzal,it is very good to play,5,2025-03-20 10:46:54
Den Ramos,I love this game it is soo fun!,5,2025-03-20 10:46:40
A Google user,perfect,5,2025-03-20 10:43:23
Samir Joglekar,Too many ads . I play for fun not for watching ads,2,2025-03-20 10:42:04
Pawan Karosiya,this game was so fun game' I think this game was deserve 5 stars,5,2025-03-20 10:37:51
Thembelihle Sibande,this game is on fire,5,2025-03-20 10:32:27
Azhar Male k,𝙩𝙝𝙞𝙨 𝙞𝙨 𝙗𝙚𝙨𝙩 𝙜𝙖𝙢𝙚😊😊𝙞 𝙡𝙞𝙠𝙚 𝙩𝙝𝙞𝙨😊😊😊𝙩𝙝𝙞𝙨 𝙞𝙨 𝙫𝙚𝙧𝙮 𝙫𝙚𝙧𝙮 𝙫𝙚𝙧𝙮 𝙫𝙚𝙧𝙮 𝙗𝙚𝙖𝙪𝙩𝙞𝙛𝙪𝙡 𝙩𝙝𝙞𝙨 𝙞𝙨 𝙬𝙤𝙣𝙙𝙚𝙧𝙛𝙪𝙡 𝙨𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤𝙤 𝙘𝙤𝙤𝙡,5,2025-03-20 10:28:56
Arpon Malik,Ekadam Bhadra app ha,1,2025-03-20 10:27:11
Mohamed Youssef,best android game,5,2025-03-20 10:27:07
Eltay Mustafa,I love it,5,2025-03-20 10:24:29
Michael Onyedinma,"One of my best games. Keep up the good work. Kiloo ànd Sybo. Edit: After over a year, I'm finally back to enjoy the thrill of being chased, surf like a superstar and soar like a pro. With Subway Surfers, there's no dull moment",5,2025-03-20 10:21:37
Sahil Sharma,This game is very interesting and good,5,2025-03-20 10:20:34
Akyere Jessica,best app ever 🥰😍💕,5,2025-03-20 10:18:29
Laxmi Suhagal,this is an amazing game. i love it❤️,5,2025-03-20 10:16:33
Hadi Awan,it's a awesome game,5,2025-03-20 10:12:58
zharr Fk,"Kenapa gak bisa login, tolong di perbaiki , i have some bugs, u 20 Maret 2025",1,2025-03-20 10:03:34
Nene Bacor,Its so fun to play,4,2025-03-20 10:02:01
Shafali Golder,💀Best,5,2025-03-20 09:59:31
Evets Maaka,I love this game so much brooo,5,2025-03-20 09:55:15
Rajeswari Pattapu,excellent 👍👍👍,5,2025-03-20 09:50:16
Jumana,this is a good game,5,2025-03-20 09:39:57
Ali,this is the best game but you can't unlock events,4,2025-03-20 09:29:58
M Waseem,👍👍👍👍,5,2025-03-20 09:23:12
Gunreet Kaur,Good game but sometimes bad because it's endless,4,2025-03-20 09:13:30
Lil Stian,best game ever,5,2025-03-20 09:11:26
Shawne Sumalignao,i like so much but i want the og map,5,2025-03-20 09:01:53
Sanjan E,good game but ad's are bad,3,2025-03-20 08:57:11
Abdul Motin,that’s rally wonderful game,5,2025-03-20 08:51:28
Ujasavi Ujasavi,when you are bore then play this game and you feel not bore this game is superb,4,2025-03-20 08:47:36
Baal a Istaf,i am playing this game since 20 years childhood memories,5,2025-03-20 08:47:19
Sanrio Lover298,"i used to love this game as a kid its such a underrated game i think it should be more popular and the updates and season hunts are always crazy and the skins,hoverboards have so many ideas to choose from and to be honest this game should be more popular than it already is",5,2025-03-20 08:43:20
Randol Caldwell,it Is a good game I js got a new phone and I always downloaded this game I am so addicted to this game from top 10 games on phone,5,2025-03-20 08:43:03
Elon Gal,the best mobile phone game in the world,5,2025-03-20 08:41:41
Jyoti Kumari,nice game 👍,5,2025-03-20 08:39:04
Md Rishad,good,5,2025-03-20 08:34:54
مصطفی عظیمی,very good,5,2025-03-20 08:32:17
Homa Bayat,it's very good game ❤️❤️,5,2025-03-20 08:32:05
Tanin,good✨️😍👍🏻,5,2025-03-20 08:26:35
Amandeep Jatana,ugly ugly,5,2025-03-20 08:20:06
ARUN MEHTA,simple,1,2025-03-20 08:17:12
Shayan H,"it was very good and nostalgic cause they didn't change it and I love their game but I think it has some bug cause when I wanted to jump, it turned right. I don't know why? but after all it's great and awesome 👌",5,2025-03-20 07:56:23
fraxy biggie,good game,5,2025-03-20 07:55:04
Sajana Sajana,It's too amazing 💙💜,5,2025-03-20 07:52:13
Mamta Rana ji,Gujjar ke liye banaa hai game,5,2025-03-20 07:46:13
Tasaduf Hussain,subway Surfers is Nice game Love this game,5,2025-03-20 07:42:51
REJOICE,Extremely great,4,2025-03-20 07:35:15
Aditya Kumar Aditya,good,5,2025-03-20 07:18:51
Yogendra Ujonia,Very nice game,5,2025-03-20 07:18:11
Jeevan,good,5,2025-03-20 07:15:52
Promit Solanki,A wonderful game when data is over,5,2025-03-20 07:08:29
Aman Singh,awesome 😎,5,2025-03-20 07:02:06
Bhola Mahato,the new version is just wow 🤩 I am very glad to play this game and I am playing this game since childhood and all features are just amazing❤🤗😘,5,2025-03-20 06:55:33
Jagruti solanki Solanki,nice,5,2025-03-20 06:52:36
Arnav Raj,mast hai,5,2025-03-20 06:48:04
elif cftc,polis kosamıyo,5,2025-03-20 06:36:22
Bharat Singh,i love this game this game make my childhood. and also homage to those child who die for this legendary game.,5,2025-03-20 06:34:20
Raghunathan,"very good strategy, 👍😸 is there more like this",5,2025-03-20 06:18:04
Shreya Singh,This is my old childhood game this is Incredible for me it has a new events in India Holi festival because I am from India.,5,2025-03-20 06:08:26
Ayesha Ilyas,noorzara ❤️,3,2025-03-20 06:07:47
Akshay Balakrishnan,this is the best game,5,2025-03-20 06:06:50
Naresh Kumar,VERY INTERESTED GAME. I PLAYED THIS GAME LAST 2 YEARS .I LOVE THIS GAME VERY MUCH,5,2025-03-20 06:01:36
Payton Henderson,it's soo much fun and I'm so happy I downloaded this game,5,2025-03-20 05:59:41
Karl Brian,this game is my childhood so I play again,5,2025-03-20 05:51:04
Nafeesa Pulikkuth,l like this game but when I play we get money but it is not coming to money that we get .,2,2025-03-20 05:32:24
Yusuf Zamani,Best 👌 of all the time,5,2025-03-20 05:32:10
Gksamy Govindhan,This game is very super,5,2025-03-20 05:19:00
Krishan lal Yadav,this game is so bad graphics,1,2025-03-20 05:11:49
Qamar Karie,best game 🎮 👌,5,2025-03-20 05:08:42
Rodas Baltazar,very fun,5,2025-03-20 04:56:21
Great-grace Adewusi,I love it and the song,4,2025-03-20 04:47:46
Raj Sahu,really best game ever played. 🤞🏻✨🥀,5,2025-03-20 04:47:40
Ruchika Meena,good,5,2025-03-20 04:45:26
Op Arjun,super,5,2025-03-20 04:35:47
Jade,not much to say,4,2025-03-20 04:35:00
Jesiah Durley,very old school game I find it relaxing to play when I'm bored try it,5,2025-03-20 04:22:13
Xiaro Navarrete,its a good app,5,2025-03-20 04:18:10
Muneeb Muneeb,Wow😘😘😘,5,2025-03-20 04:08:50
Manish Prajapati,superb!,5,2025-03-20 03:36:15
George,fun,5,2025-03-20 03:29:54
Prinshi Tripathi,this game is too much fun,5,2025-03-20 03:16:16
Telijeeru Kavitha,good game 🎮 and time pass also good game🎮 😁,1,2025-03-20 03:12:33
Udndibd Jeoendor,"I used to play this game as a kid, and it's still one of the legendary",5,2025-03-20 03:09:35
Md Farhan,wow nice great hai,5,2025-03-20 02:58:50
Zohaib Asghar,My in game progress is reset. Can you solve this issue? I want my in game progress and Everything back.,3,2025-03-20 02:54:48
Rajnish Yadav,better,5,2025-03-20 02:48:50
Suraj Kumar,nice game,5,2025-03-20 02:32:03
Shakirra Hamby,this is the best game ever I cannot stop playing it,5,2025-03-20 02:27:24
RED BLOOD COMING,best game of India❤❤❤,5,2025-03-20 02:17:07
A Google user,it's awesome but you should really think about changing the music back.,5,2025-03-20 01:43:00
Monster Boss,so much fun,5,2025-03-20 01:41:37
Jr Villa,is so much fun but sometimes you can get mad but it's so fun and there are so many skins,5,2025-03-20 01:41:04
Jordavonte Jordan Cheruiyot,"you have to love Subway surfers. this is a OG game. everyone played like you're going on a road trip and you're bored. you pull out your tablet, your parents phone you play Subway surfers this is the OG",5,2025-03-20 01:24:52
Tracey Rewa Curd,very nice,5,2025-03-20 01:21:49
mehar amjad,this game is best ❤,5,2025-03-20 01:18:29
Thulasi Thulasi,"such a very nice app, from childhood, it was crazy to play, gud animation work, and gud feel when play,,, after grown up also ,I'm still playing this game as a child,",5,2025-03-20 00:45:03
Afeefa,👍,5,2025-03-20 00:42:20
Tj Mac,good game but won't load ads for me to claim prizes,3,2025-03-20 00:26:35
Subhod Shrestha,to much much better than other games hdndj,5,2025-03-20 00:23:46
Abdoukadiri Ceesay,l love this game this game is so nice,5,2025-03-20 00:11:47
Nizar Nizar,Super game❤️❤️,5,2025-03-19 23:57:39
Montserrat Sermeno Sosa,I grew up with this game it is awesome,5,2025-03-19 23:37:22
Emmanuel Nwachukwu,it's too slow,2,2025-03-19 23:35:13
Abubakar Salih,"I love it, add more reward",3,2025-03-19 23:15:17
Madiha Khan,Best game i ever played.... loved thiss master piece..🤌🏻❤️✨,5,2025-03-19 23:04:44
Nora,preppy,5,2025-03-19 22:58:11
David Morris,so sigma,5,2025-03-19 22:49:21
jonamay puyat,so fun,5,2025-03-19 22:27:16
bdf kima,I don't know but I liked this game because I am good at it and also I want you to make the game more difficult please?!,5,2025-03-19 22:19:50
Damzel Moyon,Ganda sya na dula pero mo log,1,2025-03-19 22:08:54
Billy Bwassaka,This is my childhood game. I It came out when I was born (I miss the old music or Hawaii 1) Really great game,5,2025-03-19 21:41:25
sincerity. Lara,I love it it's fun,5,2025-03-19 21:30:53
Shadow - Gaming,This game is amazing so good especially the 10 rewards after watching ads so I love the hoverboards I collected at least 20 I love it good and definitely recommend it,5,2025-03-19 21:24:32
Lilita Mlamla,very fun to play with when u bored 😴 😐 it takes ur time ⏲️ 🙂 this is the best 👌 game 🎮 ever,5,2025-03-19 20:55:46
Daniela Rdz,love this game!!,5,2025-03-19 20:41:31
Courtney Manuhwa,it's literally so skibidi and goated play it alot when bored now I'm addicted,5,2025-03-19 20:23:06
Peter Perry (PerryTech_Wld),"❌ this game is very bad and annoying my game has restart from the beginning all by it self 😡😡 and if I try to restore my saved patches, it doesn't work. it'll make me start all over from scratch 😩😡 this is the second time that it's happening now. the first time I thought it was my fault, so I started from scratch since they won't restore my saved games... but this time now I've not open the game for like a day now and trying to open it, it's just take to the beginning again😡❌",1,2025-03-19 20:18:09
Danika,nastolgic,5,2025-03-19 20:02:14
Preeti Singh,Very interesting game 😁🎯,5,2025-03-19 20:00:31
Evelyn,After playing the world went North Soo I'm back for another win,5,2025-03-19 19:52:37
R Srinivasan,❣️,5,2025-03-19 19:43:12
S K,"why is the music Indian? I used to love the old music, but this is annoying. Uninstalled",2,2025-03-19 19:41:45
Sikhumbuzo Magama Mkhize,👍🏽,5,2025-03-19 19:35:22
Atta Popal,best for playing,5,2025-03-19 19:03:51
Hemant Deshmukh,very good and joyful and it's new features are amazing 🤩,5,2025-03-19 19:01:32
Ireoluwa Okunola,amazing,5,2025-03-19 19:00:41
Robert Puckrin,An amazing game made for all and those who hate on it need a spark of joy and I hope you keep adding more updates and can you add a greatest for all medal with the one with the highest high score I think players will enjoy that in most contrasts,5,2025-03-19 19:00:28
Dylan Keen,it's really fun and smooth I love it I play it almost everyday really good game.,5,2025-03-19 18:59:00
Aileen Escobar,this game is really nostalgic and fun when I don't have any Wi-Fi it still works for most of the time,5,2025-03-19 18:54:57
Kalayanee Sudwilai,กาก,1,2025-03-19 18:54:46
Luna vennesa,good app,5,2025-03-19 18:49:50
Briana belmontes,One of My Favorite games!!! (๑˃̵　ᴗ　˂̵)و,5,2025-03-19 18:48:43
Muhammad Zeeshan Shani,best game ever I have ever played,5,2025-03-19 18:47:06
Anmol Vaibhav,fun app,4,2025-03-19 18:43:19
Zanele Phandliwe,best experience ever ❤️‍🩹🥹💋,2,2025-03-19 18:37:44
J L,Paid for double coins and not getting double coins. Restore purchases does not work and so far customer support has been unhelpful. They also only reply once a day if at all..,1,2025-03-19 18:35:38
Moon khan khan,best game,5,2025-03-19 18:32:10
Mumeen Ahmed,fantastic game,4,2025-03-19 18:25:19
patricia dzumba,Only tree words So good Amazing Asome,5,2025-03-19 18:22:28
Agorua Richard,everything is good this is the best running games,5,2025-03-19 18:17:19
Johnny Ramirez,awesome...love this game. my son initially played it but now I took over and enjoy every minute of it.,5,2025-03-19 18:13:57
GM Chandio,amazing 😍,5,2025-03-19 17:53:30
Kesiena Awefada,Amazing Game,4,2025-03-19 17:51:59
rudo nziramasanga mai shiloh,this game is just awesome,5,2025-03-19 17:45:06
EVELYN NWAFOR,the game is great,5,2025-03-19 17:34:44
Donia Mohamed,"every time I crash, I try to use a key to revive but I can't find the option although I have enough keys , it only gives me option to watch an AD",1,2025-03-19 17:32:58
Lovely_,I've been playing this game since 2013 I believe. Really fun and I come back to play even if I quit lol.,5,2025-03-19 17:28:13
Courtney,it so fun,5,2025-03-19 17:25:15
Melissa Koterba,I love this game because it's like the best ever that you can learn I love it it's like the best ever that you can do,5,2025-03-19 17:19:31
Charles Wiegers,fun,5,2025-03-19 17:17:15
Smita Vyas,"fantastic game, playing since childhood ❤️",5,2025-03-19 17:08:10
Pooja Patani,really fun to play subway surfers with new updates,5,2025-03-19 17:00:44
Asad Khan,It is very slow game dont download it plz not good game things are very expenciv,1,2025-03-19 16:52:33
Arfad Shaikh,Very nice of you and the rest is history,4,2025-03-19 16:47:20
Charitra Jain,ok ok game,2,2025-03-19 16:44:58
A4X CHEATS,this for one star but there are good game,1,2025-03-19 16:41:48
Tijani Abdulquadri,I love em,5,2025-03-19 16:39:51
محمد باقر,Nice game,5,2025-03-19 16:39:32
Jazzy,IT MADE ME RESET THE WHOLE THING this app sucks😭,1,2025-03-19 16:38:23
Hex xx,awesome,5,2025-03-19 16:35:33
Naureen Rehman,love ❤️ for this game 🎮 🖤,5,2025-03-19 16:28:47
Krish Dubey,baap baap rahe ga,5,2025-03-19 16:20:27
Naresh jha,This game is the best experience game.,1,2025-03-19 16:09:33
Sushma Devi,very amazing 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,5,2025-03-19 16:07:26
Bongani Moyo,I like this game so very much ❤️💯,1,2025-03-19 16:04:53
Rajesh Sah,I like this app,5,2025-03-19 16:00:24
Amohelang,this game is the best and it's Soo much fun I love how you can play offline and I love the show on YouTube but can you make a season 2 or 3 please!,5,2025-03-19 15:49:31
Michelton Macaneta,good for distraction,5,2025-03-19 15:47:13
hermann kengni,This game Is really nice we can really fill like to escape,4,2025-03-19 15:47:13
Oluwadamilare,Please what is the usefulness of the key anytime I loose I need to watch ads before I can revive,5,2025-03-19 15:47:09
Yuvika Dutt,I am very happy with this game,5,2025-03-19 15:46:21
Surya Prakash,very nice 👍,5,2025-03-19 15:38:38
Soni Devi,i l ke this game very much 😆,5,2025-03-19 15:37:59
Shubham Singh,game is very good 👍 I'm very happy 😊,5,2025-03-19 15:31:48
Dilbag Singh,this gme is very perfect and excellently ...is gme koo har koi khale sakta haa orr jhah bht vi ashii .....ma sab ko jhh kna chahta huu is game koo jrur download Kara orr apana bchoo koo bii jhh game kadhya ♥️😊☺️,5,2025-03-19 15:26:49
Edgar Luisito,con ol,5,2025-03-19 15:26:26
Hadia Asif,amazing and endless game never got board of it 😃 Ty to the amazing ppl who made this cz this made my childhood 🤧✨ it's Soo addictive plus no need internet connection so even perfect 🥇,5,2025-03-19 15:06:59
Arvindersingh1313,this game was really best and great,1,2025-03-19 15:05:26
Sagarikachetia Sai,great game to kill time 👍🏻,5,2025-03-19 14:54:49
Shamim Akhtar,Good,3,2025-03-19 14:45:47
Tink,this game is very fun especially when you're out and about or on the road you can collect new characters and you can compete with people so I recommend using this game when it's a really boring day for you,5,2025-03-19 14:45:04
Ayesha Fabric 123 Boutique top,"this the one of my favorite games 😍 it is very amazing, dreamy,hi standard,not local,no virus,😍😍",5,2025-03-19 14:36:20
Emily McLaughlin,so fun but is also hard,4,2025-03-19 14:31:54
Deepika R,very good,5,2025-03-19 14:13:26
Aman kumar,It's a good game,4,2025-03-19 14:09:53
KRIPA SHANKAR NISHAD,"after update, the game is totally worst, I don't like, that's type of updates",1,2025-03-19 14:00:20
Chandrika naveen Kanwar,"I am a big fan of your work this is my new device, please make an event with characters of princesses like elsa , jasmine, Rapunzel, Cinderella, snow white etc please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please plea",5,2025-03-19 13:59:38
Ketso Mpebe,"Good game, may the person who came up with this be a billionaire",5,2025-03-19 13:57:43
Dr Sanober irfan,very wonderful 👍,4,2025-03-19 13:54:02
Asifa Shaik,very very good 👍 game,5,2025-03-19 13:51:59
nasra Ahmed,good game,5,2025-03-19 13:48:06
Colleen Miller,"Childhood game is still living up till' today, Not much ads, really.",5,2025-03-19 13:37:12
Savitri Byahati,super Game 🎮,5,2025-03-19 13:33:26
Dilukshi Abhayarathne,"this is a good game but ,sometimes they even cheat so that not fair 😒 they like put us on roof and also the roof is over from there and there is a wall also in front of the roof so we get hit ....😒but this game is good 👍 👌 👏",4,2025-03-19 13:31:41
Fatimah School,mast game hai,5,2025-03-19 13:27:03
Guru Prasad,game is goat,5,2025-03-19 13:22:10
Doli rani Mitra,happy,5,2025-03-19 13:18:36
Swati Vyas,very nice good game I have downloaded it 200+ times,5,2025-03-19 13:18:00
Seema Surana,kadakkkk mall h 🌚❤️,5,2025-03-19 13:13:17
Gabrial Maul,when are we going to get a avatar or naruto or a one piece Collaboration.,4,2025-03-19 12:52:47
driti meruliya,Wow this game is nice,5,2025-03-19 12:42:13
Raheel Khan Raheel Khan,nice 👍,5,2025-03-19 12:41:24
Mayank Soni,🤐 is the 🗝️.,5,2025-03-19 12:41:07
Patricia Mbela,fun a little bit challenging. I love to play it with my daughter we have been playing since she was six!,5,2025-03-19 12:39:37
Apio Lydia,I love this game!,5,2025-03-19 12:32:53
Gopal Kumar,whenever I feel bother this game gives me relaxation 👍,5,2025-03-19 12:28:57
Nasir Ali,I too like it😍😍😍😍😍,5,2025-03-19 12:25:01
YOUSSEF NAIM,fun,5,2025-03-19 12:19:40
BRANDON REID,it's Kool,4,2025-03-19 12:18:14
Vansh Jaware,Best game to time pass,4,2025-03-19 12:13:11
Aditya Agrahari,best game,5,2025-03-19 12:09:25
Virendra Yadav,this game is very nice I play is game is season three,5,2025-03-19 12:01:09
Honney Singh,the beat game I ever played,5,2025-03-19 11:55:19
Tanisha Sahu,very good,5,2025-03-19 11:49:16
Nitish Singh,I love this game,5,2025-03-19 11:47:31
Ogamba Chiamaka,I love d updates,5,2025-03-19 11:43:58
Vishnu Yadav,Great 👍 👌 game,4,2025-03-19 11:38:07
A Google user,it's a good game with out load and wifi it's a good game guys💖🌷💖💖,5,2025-03-19 11:34:57
Md Sumon67,nice,5,2025-03-19 11:31:34
Ezra Orcullo,its fun to play with this game beacause its offline,5,2025-03-19 11:24:22
Beqa Archuadze,i have been this game for 9 years its great,5,2025-03-19 11:17:51
Jayden Bedford,l really love it and ot takes no internet I recommend you to download this game.play now!,5,2025-03-19 11:15:09
Prakash Jethar,Running is a good,5,2025-03-19 11:08:08
Mohammad Hossein,is great 👍,5,2025-03-19 11:08:08
yelisala subbachari,next level experience bro!,5,2025-03-19 10:51:21
Jessica Gregg (Jess),Great Game!,5,2025-03-19 10:32:47
MASHA_ULTRA_FUNK CODER,It would be good if u added jak as a character,4,2025-03-19 10:13:07
Zhyrielle Elardo,I love this game since I was a child and so fun to play if Im getting bored at school I always playing this😊,5,2025-03-19 10:00:45
Sourabh Goutam,intresting game,5,2025-03-19 09:53:44
Amit Arora,bad game,1,2025-03-19 09:53:38
Lijamoni Sara,moja lage,5,2025-03-19 09:53:25
K Joseph,best game endless games 🎮🎮🎮🔥,5,2025-03-19 09:51:11
Samridhi Singh,nice,3,2025-03-19 09:50:56
